rollback_classification,source_dir,project_slug,owner_repo,commit_version,run_dir,first_non_adjacent_target_block,first_non_adjacent_block,first_non_adjacent_skipped_blocks
previous_block_only_rollback,projects-repo2run,nerf-on-the-go,,,projects-repo2run/nerf-on-the-go/.pheragent/runs/repo2run-gpt-4o-20241120-nerf-on-the-go,,,
previous_block_only_rollback,projects-repo2run,pi-nexus-autonomous-banking-network,,,projects-repo2run/pi-nexus-autonomous-banking-network/.pheragent/runs/repo2run-gpt-4o-20241120-pi-nexus-autonomous-banking-network,,,
previous_block_only_rollback,projects-repo2run,pocketgroq,,,projects-repo2run/pocketgroq/.pheragent/runs/repo2run-gpt-4o-20241120-pocketgroq,,,
previous_block_only_rollback,projects-repo2run,pypalettes,,,projects-repo2run/pypalettes/.pheragent/runs/repo2run-gpt-4o-20241120-pypalettes,,,
previous_block_only_rollback,projects-repo2run,ragbuilder,,,projects-repo2run/ragbuilder/.pheragent/runs/repo2run-gpt-4o-20241120-ragbuilder,,,
previous_block_only_rollback,projects-repo2run,rageval,,,projects-repo2run/rageval/.pheragent/runs/repo2run-gpt-4o-20241120-rageval,,,
previous_block_only_rollback,projects-repo2run,search-agents,,,projects-repo2run/search-agents/.pheragent/runs/repo2run-gpt-4o-20241120-search-agents,,,
previous_block_only_rollback,projects-repo2run,seismometer,,,projects-repo2run/seismometer/.pheragent/runs/repo2run-gpt-4o-20241120-seismometer,,,
previous_block_only_rollback,projects-repo2run,spacy-layout,,,projects-repo2run/spacy-layout/.pheragent/runs/repo2run-gpt-4o-20241120-spacy-layout,,,
previous_block_only_rollback,projects-repo2run,spiritlm,,,projects-repo2run/spiritlm/.pheragent/runs/repo2run-gpt-4o-20241120-spiritlm,,,
previous_block_only_rollback,projects-repo2run,stream-vc,,,projects-repo2run/stream-vc/.pheragent/runs/repo2run-gpt-4o-20241120-stream-vc,,,
previous_block_only_rollback,projects-repo2run,tangermeme,,,projects-repo2run/tangermeme/.pheragent/runs/repo2run-gpt-4o-20241120-tangermeme,,,
previous_block_only_rollback,projects-repo2run,thepipe,,,projects-repo2run/thepipe/.pheragent/runs/repo2run-gpt-4o-20241120-thepipe,,,
previous_block_only_rollback,projects-repo2run,tkeasygui-python,,,projects-repo2run/tkeasygui-python/.pheragent/runs/repo2run-gpt-4o-20241120-tkeasygui-python,,,
previous_block_only_rollback,projects-repo2run,torch-conv-kan,,,projects-repo2run/torch-conv-kan/.pheragent/runs/repo2run-gpt-4o-20241120-torch-conv-kan,,,
previous_block_only_rollback,projects-repo2run,yomitoku,,,projects-repo2run/yomitoku/.pheragent/runs/repo2run-gpt-4o-20241120-yomitoku,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,aarora4-whisper,aarora4/whisper,24bed798a8d7162ac08cc806176cecc46b3cb05a,setupbench-runs-all-gpt-4.1/state/aarora4-whisper/whisper/runs/setupbench-whisper,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,apache-cassandra,apache/cassandra,73cd2c56ca07fc4bd1c77a7a45e1d6e27941fefa,setupbench-runs-all-gpt-4.1/state/apache-cassandra/cassandra/runs/setupbench-cassandra,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,bolsote-isoduration,bolsote/isoduration,ae0bd61507aa04e032402566a2c7c01a0402929c,setupbench-runs-all-gpt-4.1/state/bolsote-isoduration/isoduration/runs/setupbench-isoduration,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,celery-celery,celery/celery,03e3359320c9f72507a32a51ab61605db503da98,setupbench-runs-all-gpt-4.1/state/celery-celery/celery/runs/setupbench-celery,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,dishait-tov-template,dishait/tov-template,39c0898b29f4bf51da8321f765fabd197bd2d592,setupbench-runs-all-gpt-4.1/state/dishait-tov-template/tov-template/runs/setupbench-tov-template,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,dstl-stone-soup,dstl/Stone-Soup,4b6bd37813d4c96e3efa63847ab3f1ea7153a508,setupbench-runs-all-gpt-4.1/state/dstl-stone-soup/Stone-Soup/runs/setupbench-stone-soup,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,falconry-falcon,falconry/falcon,cae50da40454a361fec84e58d4b44bedc5b6c0cd,setupbench-runs-all-gpt-4.1/state/falconry-falcon/falcon/runs/setupbench-falcon,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,fsspec-filesystem-spec,fsspec/filesystem_spec,3ff5fcaff6a4845cdd1985594120105fb35ceb51,setupbench-runs-all-gpt-4.1/state/fsspec-filesystem-spec/filesystem_spec/runs/setupbench-filesystem-spec,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,habitat-sh-habitat,habitat-sh/habitat,5826ff8e54da8985c2aa66b894aa962c4cd5d09b,setupbench-runs-all-gpt-4.1/state/habitat-sh-habitat/habitat/runs/setupbench-habitat,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,microsoft-typescript-vue-starter,microsoft/TypeScript-Vue-Starter,c4517422dac9a539f899d11709ca9f560e51937b,setupbench-runs-all-gpt-4.1/state/microsoft-typescript-vue-starter/TypeScript-Vue-Starter/runs/setupbench-typescript-vue-starter,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,monero-project-monero,monero-project/monero,84685492e63867b72fc6412093273ecd625190d1,setupbench-runs-all-gpt-4.1/state/monero-project-monero/monero/runs/setupbench-monero,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,nedbat-coveragepy,nedbat/coveragepy,9d0eb0237359978b3a650f9da444e7f3ae7233e2,setupbench-runs-all-gpt-4.1/state/nedbat-coveragepy/coveragepy/runs/setupbench-coveragepy,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,nvbn-thefuck,nvbn/thefuck,c7e7e1d884d3bb241ea6448f72a989434c2a35ec,setupbench-runs-all-gpt-4.1/state/nvbn-thefuck/thefuck/runs/setupbench-thefuck,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,openai-openai-node,openai/openai-node,8958d9711b66e0cbacf816b7b4538217016beb0b,setupbench-runs-all-gpt-4.1/state/openai-openai-node/openai-node/runs/setupbench-openai-node,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,openstack-stevedore,openstack/stevedore,51134a4dc04872df9f736e5ae52d4b665c40e364,setupbench-runs-all-gpt-4.1/state/openstack-stevedore/stevedore/runs/setupbench-stevedore,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,ousret-charset-normalizer,Ousret/charset_normalizer,816c998ef70ddb645cc2e3205f632708e365374d,setupbench-runs-all-gpt-4.1/state/ousret-charset-normalizer/charset_normalizer/runs/setupbench-charset-normalizer,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,pallets-click,pallets/click,14f735cf59618941cf2930e633eb77651b1dc7cb,setupbench-runs-all-gpt-4.1/state/pallets-click/click/runs/setupbench-click,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,psf-black,psf/black,c20423249e9d8dfb8581eebbfc67a13984ee45e9,setupbench-runs-all-gpt-4.1/state/psf-black/black/runs/setupbench-black,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,public-apis-public-apis,public-apis/public-apis,b354ba6f4fc596b72db80c5a4051be4d837f6cf6,setupbench-runs-all-gpt-4.1/state/public-apis-public-apis/public-apis/runs/setupbench-public-apis,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,pypa-packaging,pypa/packaging,4493dfcd95a893f676a7aa4bd17c547bea676371,setupbench-runs-all-gpt-4.1/state/pypa-packaging/packaging/runs/setupbench-packaging,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,reflex-dev-reflex,reflex-dev/reflex,8657976a6e4b6b6aef305ee7f6154907bac86870,setupbench-runs-all-gpt-4.1/state/reflex-dev-reflex/reflex/runs/setupbench-reflex,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,ta-lib-ta-lib-python,TA-Lib/ta-lib-python,0c957ed45e6371925cf0e4f44cc06833306c659c,setupbench-runs-all-gpt-4.1/state/ta-lib-ta-lib-python/ta-lib-python/runs/setupbench-ta-lib-python,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1,testing-cabal-testtools,testing-cabal/testtools,ef5c465bbf95f1915f06ec5a4080809932566757,setupbench-runs-all-gpt-4.1/state/testing-cabal-testtools/testtools/runs/setupbench-testtools,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,aarora4-whisper,aarora4/whisper,24bed798a8d7162ac08cc806176cecc46b3cb05a,setupbench-runs-all-gpt-4.1-2rerun/state/aarora4-whisper/whisper/runs/setupbench-whisper,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,apache-cassandra,apache/cassandra,73cd2c56ca07fc4bd1c77a7a45e1d6e27941fefa,setupbench-runs-all-gpt-4.1-2rerun/state/apache-cassandra/cassandra/runs/setupbench-cassandra,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,dishait-tov-template,dishait/tov-template,39c0898b29f4bf51da8321f765fabd197bd2d592,setupbench-runs-all-gpt-4.1-2rerun/state/dishait-tov-template/tov-template/runs/setupbench-tov-template,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,dstl-stone-soup,dstl/Stone-Soup,4b6bd37813d4c96e3efa63847ab3f1ea7153a508,setupbench-runs-all-gpt-4.1-2rerun/state/dstl-stone-soup/Stone-Soup/runs/setupbench-stone-soup,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,fsspec-filesystem-spec,fsspec/filesystem_spec,3ff5fcaff6a4845cdd1985594120105fb35ceb51,setupbench-runs-all-gpt-4.1-2rerun/state/fsspec-filesystem-spec/filesystem_spec/runs/setupbench-filesystem-spec,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,habitat-sh-habitat,habitat-sh/habitat,5826ff8e54da8985c2aa66b894aa962c4cd5d09b,setupbench-runs-all-gpt-4.1-2rerun/state/habitat-sh-habitat/habitat/runs/setupbench-habitat,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,microsoft-typescript-vue-starter,microsoft/TypeScript-Vue-Starter,c4517422dac9a539f899d11709ca9f560e51937b,setupbench-runs-all-gpt-4.1-2rerun/state/microsoft-typescript-vue-starter/TypeScript-Vue-Starter/runs/setupbench-typescript-vue-starter,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,nedbat-coveragepy,nedbat/coveragepy,9d0eb0237359978b3a650f9da444e7f3ae7233e2,setupbench-runs-all-gpt-4.1-2rerun/state/nedbat-coveragepy/coveragepy/runs/setupbench-coveragepy,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,nvbn-thefuck,nvbn/thefuck,c7e7e1d884d3bb241ea6448f72a989434c2a35ec,setupbench-runs-all-gpt-4.1-2rerun/state/nvbn-thefuck/thefuck/runs/setupbench-thefuck,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,openai-whisper,openai/whisper,517a43ecd132a2089d85f4ebc044728a71d49f6e,setupbench-runs-all-gpt-4.1-2rerun/state/openai-whisper/whisper/runs/setupbench-whisper,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,openstack-stevedore,openstack/stevedore,51134a4dc04872df9f736e5ae52d4b665c40e364,setupbench-runs-all-gpt-4.1-2rerun/state/openstack-stevedore/stevedore/runs/setupbench-stevedore,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,ousret-charset-normalizer,Ousret/charset_normalizer,816c998ef70ddb645cc2e3205f632708e365374d,setupbench-runs-all-gpt-4.1-2rerun/state/ousret-charset-normalizer/charset_normalizer/runs/setupbench-charset-normalizer,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,pallets-click,pallets/click,14f735cf59618941cf2930e633eb77651b1dc7cb,setupbench-runs-all-gpt-4.1-2rerun/state/pallets-click/click/runs/setupbench-click,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,psf-black,psf/black,c20423249e9d8dfb8581eebbfc67a13984ee45e9,setupbench-runs-all-gpt-4.1-2rerun/state/psf-black/black/runs/setupbench-black,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,public-apis-public-apis,public-apis/public-apis,b354ba6f4fc596b72db80c5a4051be4d837f6cf6,setupbench-runs-all-gpt-4.1-2rerun/state/public-apis-public-apis/public-apis/runs/setupbench-public-apis,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,reflex-dev-reflex,reflex-dev/reflex,8657976a6e4b6b6aef305ee7f6154907bac86870,setupbench-runs-all-gpt-4.1-2rerun/state/reflex-dev-reflex/reflex/runs/setupbench-reflex,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,servo-servo,servo/servo,e199a67dac1aa3c74fb86f103c13ae78ce523f20,setupbench-runs-all-gpt-4.1-2rerun/state/servo-servo/servo/runs/setupbench-servo,,,
previous_block_only_rollback,setupbench-runs-all-gpt-4.1-2rerun,testing-cabal-testtools,testing-cabal/testtools,ef5c465bbf95f1915f06ec5a4080809932566757,setupbench-runs-all-gpt-4.1-2rerun/state/testing-cabal-testtools/testtools/runs/setupbench-testtools,,,
previous_block_only_rollback,setupbench-runs-all-gpt-5.4-multiblock,aarora4-whisper,aarora4/whisper,24bed798a8d7162ac08cc806176cecc46b3cb05a,setupbench-runs-all-gpt-5.4-multiblock/state/aarora4-whisper/whisper/runs/setupbench-whisper,,,
previous_block_only_rollback,setupbench-runs-all-gpt-5.4-multiblock,madmaze-pytesseract,madmaze/pytesseract,df9fce0b5c5ea3cd9182fce8870ab9241d951173,setupbench-runs-all-gpt-5.4-multiblock/state/madmaze-pytesseract/pytesseract/runs/setupbench-pytesseract,,,
previous_block_only_rollback,setupbench-runs-all-gpt-5.4-multiblock,monero-project-monero,monero-project/monero,84685492e63867b72fc6412093273ecd625190d1,setupbench-runs-all-gpt-5.4-multiblock/state/monero-project-monero/monero/runs/setupbench-monero,,,
previous_block_only_rollback,setupbench-runs-all-gpt-5.4-multiblock,prometheus-prometheus,prometheus/prometheus,bd5b2ea95ce14fba11db871b4068313408465207,setupbench-runs-all-gpt-5.4-multiblock/state/prometheus-prometheus/prometheus/runs/setupbench-prometheus,,,
previous_block_only_rollback,setupbench-runs-all-gpt-5.4-multiblock,servo-servo,servo/servo,e199a67dac1aa3c74fb86f103c13ae78ce523f20,setupbench-runs-all-gpt-5.4-multiblock/state/servo-servo/servo/runs/setupbench-servo,,,
previous_block_only_rollback,setupbench-runs-all-gpt-5.4-multiblock,ta-lib-ta-lib-python,TA-Lib/ta-lib-python,0c957ed45e6371925cf0e4f44cc06833306c659c,setupbench-runs-all-gpt-5.4-multiblock/state/ta-lib-ta-lib-python/ta-lib-python/runs/setupbench-ta-lib-python,,,
